DateTime,AddedIPs,RemovedIPs
1582596194,3,1
1582596721,1,0
1582597322,7,0
1582598521,2,0
1582599795,43,52
1582600921,8,0
1582601495,68,60
1582602122,4,0
1582603395,7,0
1582603921,1,0
1582604521,2,0
1582605102,71,76
1582605721,1,0
1582606921,1,0
1582608121,3,0
1582608721,64,57
1582609321,2,0
1582610521,3,0
1582610596,0,1
1582611721,5,0
1582612921,1,0
1582614194,70,53
1582615321,2,1
1582615922,55,35
1582616521,2,0
1582617721,1,0
1582618921,2,2
1582619489,57,42
1582620122,5,0
1582620722,1,0
1582621334,6,0
1582621921,2,0
1582622521,5,0
1582623121,47,64
1582623722,3,0
1582624321,1,0
1582624995,56,42
1582625521,3,0
1582626781,2,0
1582627732,911,233
1582627921,1,0
1582628595,2,3
1582629121,4,0
1582629721,1,0
1582630321,44,37
1582630922,4,0
1582631521,1,0
1582632135,56,36
1582632721,1,0
1582633322,3,0
1582634521,1,0
1582635121,1,0
1582635795,0,1
1582636321,1,0
1582636922,4,0
1582637522,12,0
1582638121,3,0
1582639321,59,50
1582639395,0,1
1582639922,4,0
1582640521,3,0
1582641066,47,46
1582641182,1,0
1582641721,2,0
1582642995,1,0
1582644122,2,0
1582644721,74,49
1582645322,9,0
1582646521,66,51
1582647721,2,0
1582648921,4,1
1582649521,3,0
1582650195,1,1
1582651321,7,0
1582651921,3,0
1582652521,1,0
1582653121,1,0
1582653721,75,56
1582654321,3,0
1582654921,3,0
1582655466,66,52
1582656721,1,0
1582657395,6,0
1582658522,7,0
1582659121,1,0
1582659721,5,0
1582660995,124,82
1582661521,1,0
1582663321,3,0
1582664595,2,0
1582665122,1,0
1582665722,4,0
1582666321,2,0
1582668121,60,88
1582668721,2,0
1582669321,2,0
1582669921,56,82
1582669995,0,1
1582671797,2,2
1582673582,48,86
1582674121,3,0
1582675337,3,0
1582676521,5,0
1582677122,1,0
1582677721,1,0
1582678922,53,71
1582678997,1,0
1582679521,3,0
1582680121,12,0
1582680721,51,54
1582681321,3,0
1582682535,2,0
1582683721,0,1
1582684321,0,1
1582684382,32,51
1582684921,4,0
1582686197,4,1
1582687921,2,0
1582688521,3,0
1582689121,5,0
1582689797,49,57
1582690922,4,0
1582691508,70,87
1582692121,2,0
1582693321,2,0
1582694521,4,0
1582695098,52,58
1582695182,1,1
1582695721,5,0
1582696921,4,0
1582698122,7,0
1582699322,4,0
1582700596,72,51
1582701722,1,0
1582702381,55,40
1582702921,3,0
1582704121,59,37
1582704197,0,1
1582705321,1,0
1582706521,8,0
1582707721,2,0
1582707796,0,1
1582709468,84,52
1582710721,3,0
1582711321,1,0
1582711396,0,1
1582711921,9,0
1582712521,1,0
1582713122,39,51
1582714322,5,1
1582714836,930,292
1582714921,4,0
1582714996,0,1
1582715522,2,0
1582716121,3,0
1582716721,64,39
1582717321,3,0
1582717921,1,0
1582718521,4,0
1582719121,7,0
1582719721,4,0
1582720321,54,50
